id_compra,dt_compra,cd_produto,qtde_vendida,vl_vendido,nm_cliente,perc_promocao
451,2024-01-16,1049,15,280.21,Eduardo Almeida,0.1
452,2024-06-21,1002,7,281.56,Gabriel Silva,0.2
453,2024-04-03,1028,9,126.91,Bruno Ribeiro,0.0
454,2024-06-08,1031,20,187.66,Daniela Souza,0.2
455,2024-01-05,1041,5,238.33,Gabriel Costa,0.2
456,2024-03-21,1008,4,148.83,Gabriel Ribeiro,0.15
457,2024-04-25,1043,17,17.13,Carlos Almeida,0.1
458,2024-02-01,1007,2,289.0,Daniela Costa,0.0
459,2024-03-05,1036,19,215.57,Ana Ribeiro,0.05
460,2024-01-30,1047,15,233.98,Ana Pereira,0.05
461,2024-04-04,1040,2,57.89,Ana Silva,0.0
462,2024-03-31,1039,15,111.39,Helena Ferreira,0.1
463,2024-04-19,1016,10,186.66,Bruno Pereira,0.15
464,2024-01-25,1024,19,66.91,Bruno Silva,0.05
465,2024-02-11,1032,17,59.57,Daniela Oliveira,0.0
466,2024-04-22,1042,5,226.91,Carlos Ribeiro,0.0
467,2024-05-02,1041,4,106.03,Carlos Almeida,0.15
468,2024-04-03,1040,8,50.78,Gabriel Martins,0.15
469,2024-06-20,1045,12,56.1,Ana Ferreira,0.2
470,2024-05-17,1001,12,62.52,Carlos Souza,0.05
471,2024-05-09,1013,19,27.51,Juliana Ferreira,0.05
472,2024-05-07,1001,9,28.45,Juliana Pereira,0.2
473,2024-06-26,1043,17,162.86,Juliana Lima,0.1
474,2024-05-28,1032,12,145.13,Helena Almeida,0.15
475,2024-06-15,1028,1,36.93,Daniela Martins,0.05
476,2024-02-24,1012,2,49.54,Fernanda Ribeiro,0.05
477,2024-06-22,1045,5,211.74,Carlos Ferreira,0.1
478,2024-03-11,1040,20,291.98,Igor Silva,0.2
479,2024-04-23,1028,2,23.67,Carlos Pereira,0.05
480,2024-03-18,1037,19,223.62,Bruno Lima,0.1
481,2024-06-25,1017,17,143.96,Igor Almeida,0.0
482,2024-04-28,1019,5,105.14,Ana Souza,0.0
483,2024-05-29,1045,10,132.8,Ana Silva,0.05
484,2024-03-26,1047,17,11.02,Daniela Ribeiro,0.2
485,2024-01-25,1048,4,36.62,Helena Almeida,0.1
486,2024-05-21,1021,16,29.44,Fernanda Costa,0.1
487,2024-06-22,1004,2,231.83,Juliana Ribeiro,0.0
488,2024-01-20,1018,19,242.2,Ana Oliveira,0.0
489,2024-02-05,1013,1,253.18,Daniela Pereira,0.05
490,2024-04-24,1015,6,66.31,Helena Souza,0.05
491,2024-04-04,1033,15,131.68,Carlos Almeida,0.15
492,2024-06-14,1044,17,273.93,Igor Souza,0.1
493,2024-03-13,1046,6,262.69,Eduardo Lima,0.1
494,2024-01-29,1042,14,155.38,Helena Silva,0.2
495,2024-01-24,1014,4,296.04,Eduardo Almeida,0.15
496,2024-06-27,1001,3,90.09,Ana Ribeiro,0.05
497,2024-05-08,1049,16,80.0,Bruno Silva,0.0
498,2024-02-16,1018,8,162.39,Igor Oliveira,0.0
499,2024-01-17,1022,20,250.89,Gabriel Almeida,0.0
500,2024-04-15,1035,14,111.77,Eduardo Ferreira,0.0
501,2024-01-07,1026,9,204.58,Gabriel Lima,0.2
502,2024-04-07,1023,13,147.82,Ana Pereira,0.05
503,2024-01-06,1040,4,246.15,Juliana Lima,0.05
504,2024-06-02,1050,11,264.7,Daniela Souza,0.15
505,2024-06-25,1050,16,288.53,Gabriel Ribeiro,0.0
506,2024-04-11,1049,16,115.9,Igor Ribeiro,0.0
507,2024-01-30,1024,17,218.44,Eduardo Costa,0.1
508,2024-01-15,1047,11,155.09,Helena Ferreira,0.15
509,2024-04-18,1025,10,68.09,Juliana Silva,0.0
510,2024-04-29,1036,3,198.17,Gabriel Oliveira,0.1
511,2024-05-02,1008,5,196.7,Eduardo Ribeiro,0.15
512,2024-06-20,1034,12,233.34,Igor Martins,0.05
513,2024-01-14,1006,15,283.09,Bruno Costa,0.1
514,2024-06-06,1029,19,115.36,Juliana Silva,0.1
515,2024-03-21,1050,14,65.06,Daniela Pereira,0.15
516,2024-01-28,1048,18,24.51,Igor Souza,0.1
517,2024-06-10,1029,18,218.81,Helena Almeida,0.15
518,2024-05-18,1039,1,144.83,Daniela Souza,0.05
519,2024-01-21,1039,18,54.17,Daniela Souza,0.1
520,2024-04-27,1042,7,162.35,Ana Oliveira,0.0
521,2024-06-09,1049,9,292.91,Juliana Costa,0.05
522,2024-05-21,1012,12,239.59,Helena Oliveira,0.2
523,2024-04-04,1047,4,145.58,Bruno Souza,0.2
524,2024-02-10,1041,1,161.23,Gabriel Pereira,0.05
525,2024-05-06,1037,9,241.35,Helena Ferreira,0.05
526,2024-05-15,1006,5,85.75,Daniela Silva,0.05
527,2024-05-26,1034,11,288.18,Fernanda Almeida,0.2
528,2024-03-19,1041,7,189.12,Bruno Ribeiro,0.15
529,2024-03-06,1040,4,51.84,Bruno Souza,0.1
530,2024-06-05,1037,9,11.57,Eduardo Almeida,0.15
531,2024-05-24,1025,16,169.23,Carlos Souza,0.2
532,2024-02-13,1029,6,207.88,Ana Costa,0.15
533,2024-02-03,1022,1,24.79,Daniela Pereira,0.05
534,2024-05-30,1036,7,128.29,Fernanda Oliveira,0.05
535,2024-06-05,1005,18,236.65,Ana Costa,0.05
536,2024-02-13,1009,15,250.07,Helena Martins,0.05
537,2024-04-18,1013,16,214.96,Eduardo Almeida,0.2
538,2024-01-20,1026,19,13.51,Fernanda Almeida,0.05
539,2024-05-03,1048,11,275.42,Daniela Costa,0.15
540,2024-03-21,1049,14,177.67,Juliana Martins,0.1
541,2024-04-21,1001,2,115.93,Fernanda Almeida,0.2
542,2024-03-22,1035,13,280.92,Daniela Martins,0.0
543,2024-05-01,1042,9,273.53,Bruno Martins,0.15
544,2024-02-26,1029,16,54.21,Daniela Ribeiro,0.0
545,2024-03-01,1029,3,92.36,Daniela Pereira,0.0
546,2024-04-17,1003,7,24.98,Helena Lima,0.0
547,2024-05-18,1044,13,211.57,Bruno Pereira,0.15
548,2024-03-05,1050,2,275.12,Igor Silva,0.0
549,2024-04-14,1009,5,147.6,Gabriel Costa,0.1
550,2024-06-19,1001,6,43.17,Eduardo Costa,0.2
551,2024-05-26,1022,12,276.67,Juliana Oliveira,0.05
552,2024-05-15,1026,16,111.95,Igor Ferreira,0.05
553,2024-05-30,1031,17,34.29,Juliana Pereira,0.1
554,2024-02-06,1050,2,33.89,Ana Pereira,0.1
555,2024-02-11,1002,4,64.73,Fernanda Pereira,0.05
556,2024-02-01,1015,2,114.97,Juliana Almeida,0.0
557,2024-01-13,1005,9,124.4,Bruno Souza,0.05
558,2024-06-27,1025,5,107.65,Eduardo Lima,0.15
559,2024-06-16,1015,17,14.73,Juliana Costa,0.05
560,2024-03-01,1015,16,31.08,Gabriel Silva,0.05
561,2024-02-21,1046,15,205.95,Juliana Souza,0.0
562,2024-03-25,1009,15,211.23,Fernanda Oliveira,0.15
563,2024-05-31,1032,17,297.73,Fernanda Almeida,0.05
564,2024-01-13,1001,19,16.4,Carlos Souza,0.2
565,2024-03-20,1028,19,207.99,Carlos Costa,0.0
566,2024-03-30,1016,16,107.73,Eduardo Ribeiro,0.2
567,2024-01-31,1039,20,291.35,Bruno Oliveira,0.05
568,2024-06-11,1006,9,173.3,Juliana Lima,0.05
569,2024-02-27,1014,13,53.66,Carlos Ribeiro,0.2
570,2024-06-09,1019,9,20.11,Fernanda Ribeiro,0.05
571,2024-03-18,1007,3,86.43,Igor Ferreira,0.0
572,2024-03-12,1002,5,290.81,Daniela Pereira,0.05
573,2024-02-25,1029,3,117.69,Daniela Silva,0.15
574,2024-04-10,1020,20,243.87,Bruno Lima,0.15
575,2024-03-25,1039,17,248.81,Carlos Silva,0.05
576,2024-05-25,1041,9,88.95,Carlos Souza,0.1
577,2024-06-26,1050,4,26.68,Igor Ferreira,0.15
578,2024-01-10,1006,18,288.3,Gabriel Oliveira,0.0
579,2024-05-23,1049,20,163.44,Igor Lima,0.0
580,2024-02-19,1042,7,51.18,Ana Silva,0.05
581,2024-03-05,1020,4,183.08,Bruno Souza,0.0
582,2024-04-07,1002,8,157.01,Igor Martins,0.15
583,2024-06-19,1023,3,222.09,Eduardo Ferreira,0.2
584,2024-05-31,1036,16,259.17,Gabriel Oliveira,0.1
585,2024-05-12,1032,16,96.17,Helena Pereira,0.0
586,2024-03-03,1037,12,275.09,Juliana Almeida,0.15
587,2024-02-18,1019,14,224.55,Bruno Ribeiro,0.05
588,2024-01-14,1030,8,231.82,Helena Ferreira,0.0
589,2024-05-07,1021,8,188.38,Juliana Ferreira,0.2
590,2024-02-10,1000,15,110.12,Carlos Almeida,0.1
591,2024-01-15,1033,3,194.15,Helena Pereira,0.05
592,2024-01-12,1011,7,98.49,Fernanda Costa,0.05
593,2024-01-26,1017,14,174.52,Ana Ferreira,0.15
594,2024-02-09,1046,10,28.17,Eduardo Costa,0.15
595,2024-04-19,1040,1,279.42,Igor Oliveira,0.2
596,2024-02-21,1015,19,248.84,Helena Lima,0.2
597,2024-04-20,1029,7,41.69,Helena Almeida,0.1
598,2024-05-18,1037,6,286.42,Igor Souza,0.2
599,2024-02-09,1004,12,211.15,Carlos Costa,0.15
600,2024-06-10,1033,18,149.13,Fernanda Ferreira,0.0
601,2024-03-20,1031,10,95.6,Carlos Oliveira,0.05
602,2024-02-09,1007,5,195.06,Helena Ribeiro,0.05
603,2024-04-27,1032,14,30.52,Fernanda Pereira,0.15
604,2024-01-07,1018,9,283.24,Helena Almeida,0.2
605,2024-05-25,1002,4,133.15,Juliana Almeida,0.05
606,2024-04-07,1033,20,29.29,Igor Souza,0.15
607,2024-03-10,1007,19,272.28,Igor Ferreira,0.0
608,2024-04-25,1011,9,211.78,Eduardo Ribeiro,0.1
609,2024-01-27,1000,5,240.92,Juliana Martins,0.15
610,2024-04-21,1012,18,291.7,Helena Pereira,0.0
611,2024-04-24,1002,11,26.8,Daniela Costa,0.05
612,2024-06-04,1040,13,81.24,Helena Silva,0.2
613,2024-03-14,1043,10,206.72,Fernanda Costa,0.0
614,2024-04-20,1041,1,66.21,Carlos Costa,0.05
615,2024-06-21,1044,10,118.56,Juliana Martins,0.2
616,2024-05-27,1048,2,41.44,Fernanda Ribeiro,0.15
617,2024-02-27,1039,19,161.92,Fernanda Ribeiro,0.2
618,2024-03-28,1024,19,88.29,Eduardo Silva,0.15
619,2024-02-01,1046,13,41.62,Igor Lima,0.15
620,2024-04-11,1008,20,257.16,Ana Costa,0.2
621,2024-03-13,1015,9,173.32,Gabriel Lima,0.0
622,2024-06-14,1046,9,237.86,Gabriel Ferreira,0.05
623,2024-04-03,1021,13,174.91,Carlos Ferreira,0.0
624,2024-04-19,1028,2,110.02,Gabriel Silva,0.0
625,2024-02-26,1018,1,173.43,Bruno Lima,0.05
626,2024-04-03,1049,10,178.3,Eduardo Oliveira,0.2
627,2024-04-10,1031,13,152.84,Eduardo Oliveira,0.2
628,2024-03-05,1015,2,284.85,Juliana Silva,0.1
629,2024-05-28,1003,5,234.21,Gabriel Almeida,0.2
630,2024-01-15,1000,2,45.75,Bruno Almeida,0.15
631,2024-05-04,1014,15,47.19,Daniela Almeida,0.15
632,2024-01-30,1010,3,53.09,Ana Pereira,0.0
633,2024-02-19,1015,20,183.92,Juliana Costa,0.15
634,2024-02-13,1022,15,266.81,Daniela Souza,0.15
635,2024-04-19,1019,15,61.29,Igor Pereira,0.15
636,2024-05-09,1038,12,283.83,Igor Ferreira,0.2
637,2024-06-26,1050,2,184.36,Eduardo Costa,0.1
638,2024-06-02,1025,18,178.3,Gabriel Ferreira,0.2
639,2024-05-15,1044,7,268.63,Gabriel Lima,0.1
640,2024-05-02,1029,9,294.42,Carlos Ferreira,0.05
641,2024-02-16,1030,11,77.54,Carlos Lima,0.2
642,2024-06-17,1028,7,114.73,Igor Ferreira,0.15
643,2024-02-04,1005,19,286.9,Igor Ribeiro,0.1
644,2024-01-09,1033,12,231.9,Bruno Oliveira,0.2
645,2024-03-29,1010,1,112.56,Juliana Costa,0.2
646,2024-04-06,1002,10,31.69,Juliana Souza,0.15
647,2024-01-04,1031,19,186.89,Gabriel Costa,0.15
648,2024-05-29,1008,2,262.83,Fernanda Ribeiro,0.2
649,2024-04-24,1041,10,237.98,Ana Oliveira,0.2
650,2024-02-04,1018,2,290.53,Igor Lima,0.0
651,2024-02-18,1049,9,279.35,Fernanda Pereira,0.1
652,2024-01-24,1050,17,189.52,Bruno Pereira,0.2
653,2024-06-16,1017,19,28.96,Fernanda Pereira,0.1
654,2024-01-22,1022,20,195.04,Juliana Almeida,0.0
655,2024-02-17,1032,13,65.45,Ana Almeida,0.05
656,2024-02-07,1033,12,143.58,Fernanda Lima,0.15
657,2024-03-25,1003,4,126.06,Daniela Costa,0.1
658,2024-01-18,1016,12,286.99,Eduardo Oliveira,0.0
659,2024-05-25,1034,3,165.51,Eduardo Ribeiro,0.05
660,2024-01-17,1017,10,250.44,Fernanda Pereira,0.05
661,2024-03-01,1038,9,89.4,Eduardo Martins,0.05
662,2024-06-29,1036,4,139.41,Juliana Ribeiro,0.2
663,2024-01-28,1033,12,265.76,Ana Costa,0.1
664,2024-01-05,1000,4,83.51,Fernanda Martins,0.1
665,2024-05-09,1007,18,105.61,Juliana Ferreira,0.05
666,2024-01-29,1041,1,189.71,Igor Martins,0.15
667,2024-04-07,1016,12,28.85,Bruno Silva,0.0
668,2024-05-21,1036,15,225.26,Helena Silva,0.1
669,2024-01-15,1026,4,147.65,Juliana Almeida,0.1
670,2024-01-18,1031,6,148.92,Ana Lima,0.1
671,2024-01-21,1008,1,222.01,Eduardo Ribeiro,0.2
672,2024-05-10,1043,18,199.82,Juliana Oliveira,0.1
673,2024-02-11,1026,4,173.57,Eduardo Martins,0.15
674,2024-06-15,1014,9,218.42,Ana Oliveira,0.2
675,2024-06-26,1021,7,122.64,Fernanda Costa,0.1
676,2024-06-27,1025,6,248.43,Juliana Ferreira,0.15
677,2024-03-17,1032,2,208.84,Eduardo Souza,0.1
678,2024-03-10,1012,19,138.58,Daniela Almeida,0.2
679,2024-04-04,1037,20,252.12,Helena Costa,0.1
680,2024-06-26,1033,12,77.93,Helena Silva,0.2
681,2024-01-05,1044,8,160.24,Bruno Silva,0.2
682,2024-03-24,1032,14,295.66,Daniela Lima,0.2
683,2024-06-11,1050,8,84.36,Helena Martins,0.15
684,2024-05-20,1006,15,53.48,Ana Martins,0.05
685,2024-01-29,1001,3,103.32,Igor Silva,0.05
686,2024-06-08,1022,1,255.68,Ana Martins,0.15
687,2024-05-17,1010,11,230.77,Igor Souza,0.05
688,2024-04-01,1016,10,214.45,Eduardo Silva,0.05
689,2024-01-17,1011,16,244.92,Juliana Souza,0.2
690,2024-06-06,1035,20,39.1,Ana Martins,0.2
691,2024-01-14,1031,9,146.83,Juliana Oliveira,0.1
692,2024-04-23,1049,17,114.53,Juliana Ribeiro,0.2
693,2024-01-22,1048,18,262.57,Bruno Almeida,0.0
694,2024-02-20,1039,10,203.7,Igor Souza,0.2
695,2024-04-18,1041,15,282.11,Bruno Pereira,0.15
696,2024-02-04,1029,16,47.55,Carlos Lima,0.2
697,2024-03-16,1010,17,149.83,Helena Souza,0.2
698,2024-06-26,1007,17,29.81,Eduardo Oliveira,0.15
699,2024-03-28,1012,8,156.64,Carlos Martins,0.1
700,2024-06-17,1042,2,10.59,Igor Silva,0.1
701,2024-06-24,1036,14,129.41,Daniela Ferreira,0.15
702,2024-02-19,1036,9,48.95,Gabriel Lima,0.05
703,2024-06-25,1046,12,215.17,Eduardo Pereira,0.1
704,2024-05-15,1032,5,81.66,Helena Lima,0.05
705,2024-04-26,1005,19,94.03,Carlos Costa,0.1
706,2024-01-30,1025,8,80.17,Daniela Ribeiro,0.15
707,2024-05-24,1045,18,176.44,Juliana Silva,0.0
708,2024-03-09,1007,12,120.55,Daniela Almeida,0.15
709,2024-05-11,1028,11,270.52,Bruno Souza,0.2
710,2024-05-19,1023,16,221.43,Gabriel Ferreira,0.05
711,2024-03-11,1049,12,173.9,Daniela Lima,0.1
712,2024-02-01,1021,5,158.61,Carlos Ferreira,0.0
713,2024-01-10,1036,11,191.46,Igor Ribeiro,0.1
714,2024-02-14,1030,5,229.96,Juliana Souza,0.1
715,2024-05-27,1035,16,296.71,Bruno Lima,0.15
716,2024-06-12,1012,16,275.88,Fernanda Martins,0.2
717,2024-03-29,1039,16,245.49,Juliana Silva,0.0
718,2024-06-18,1046,16,34.88,Helena Ferreira,0.1
719,2024-04-19,1008,16,173.99,Juliana Martins,0.0
720,2024-04-03,1014,5,159.85,Gabriel Oliveira,0.15
721,2024-05-21,1014,3,256.21,Ana Ferreira,0.2
722,2024-03-07,1019,2,133.99,Helena Silva,0.1
723,2024-04-27,1005,9,198.68,Juliana Martins,0.05
724,2024-04-30,1050,14,239.33,Fernanda Oliveira,0.15
725,2024-04-13,1038,8,241.92,Juliana Almeida,0.1
726,2024-03-04,1033,12,18.57,Igor Ribeiro,0.2
727,2024-04-22,1027,17,156.87,Daniela Ribeiro,0.15
728,2024-02-27,1034,20,129.85,Ana Ribeiro,0.0
729,2024-06-20,1025,9,99.6,Ana Oliveira,0.0
730,2024-02-04,1022,11,214.47,Daniela Ribeiro,0.0
731,2024-04-17,1039,9,23.42,Fernanda Martins,0.2
732,2024-02-07,1006,2,247.01,Eduardo Silva,0.2
733,2024-06-03,1043,4,230.64,Daniela Souza,0.15
734,2024-05-03,1042,4,83.23,Daniela Ferreira,0.2
735,2024-04-10,1007,16,222.66,Igor Ribeiro,0.2
736,2024-05-11,1034,20,156.74,Helena Souza,0.1
737,2024-03-29,1000,3,58.45,Helena Silva,0.05
738,2024-01-12,1019,6,241.15,Igor Souza,0.1
739,2024-02-20,1044,19,173.88,Carlos Oliveira,0.0
740,2024-01-19,1017,3,242.89,Carlos Pereira,0.1
741,2024-04-23,1017,1,198.08,Ana Oliveira,0.05
742,2024-05-25,1018,3,41.57,Daniela Silva,0.05
743,2024-01-26,1032,13,56.39,Ana Oliveira,0.1
744,2024-05-30,1019,1,105.05,Gabriel Oliveira,0.05
745,2024-01-25,1019,1,14.98,Helena Almeida,0.15
746,2024-03-06,1020,12,172.41,Fernanda Souza,0.05
747,2024-02-27,1034,8,277.57,Helena Martins,0.1
748,2024-02-02,1008,10,174.47,Daniela Lima,0.2
749,2024-06-13,1031,13,39.19,Helena Souza,0.1
750,2024-03-17,1033,14,238.99,Daniela Martins,0.1
751,2024-04-15,1005,16,143.91,Gabriel Almeida,0.1
752,2024-06-20,1021,3,32.88,Gabriel Ferreira,0.05
753,2024-03-21,1004,18,168.79,Juliana Ferreira,0.15
754,2024-02-20,1015,8,105.75,Gabriel Lima,0.15
755,2024-04-12,1041,15,119.92,Carlos Pereira,0.05
756,2024-06-03,1009,16,294.57,Bruno Silva,0.0
757,2024-01-10,1031,5,201.89,Bruno Ribeiro,0.2
758,2024-04-18,1020,8,203.33,Gabriel Silva,0.15
759,2024-05-12,1019,4,119.66,Juliana Ribeiro,0.15
760,2024-06-07,1037,1,286.83,Daniela Silva,0.2
761,2024-03-30,1004,18,263.36,Daniela Martins,0.1
762,2024-05-19,1043,11,183.87,Juliana Silva,0.1
763,2024-03-05,1045,12,103.89,Gabriel Ferreira,0.15
764,2024-04-30,1008,17,206.46,Juliana Oliveira,0.1
765,2024-06-14,1004,3,165.17,Daniela Lima,0.1
766,2024-04-23,1047,4,117.77,Ana Silva,0.15
767,2024-02-27,1029,19,118.69,Carlos Souza,0.05
768,2024-03-04,1042,4,14.6,Eduardo Ferreira,0.2
769,2024-04-01,1027,9,125.75,Juliana Lima,0.2
770,2024-06-17,1013,8,200.25,Gabriel Martins,0.1
771,2024-03-01,1043,8,195.44,Igor Souza,0.15
772,2024-03-15,1027,3,190.31,Carlos Silva,0.2
773,2024-06-13,1049,16,186.07,Bruno Pereira,0.0
774,2024-03-12,1027,17,277.62,Helena Almeida,0.1
775,2024-02-22,1002,16,183.36,Gabriel Almeida,0.0
776,2024-03-17,1020,5,66.71,Gabriel Lima,0.05
777,2024-06-17,1031,14,179.48,Helena Costa,0.05
778,2024-06-21,1024,12,111.12,Eduardo Pereira,0.15
779,2024-02-07,1002,13,138.25,Daniela Oliveira,0.0
780,2024-03-08,1010,11,78.94,Daniela Costa,0.15
781,2024-04-27,1009,10,61.39,Fernanda Souza,0.15
782,2024-03-21,1049,8,219.89,Daniela Lima,0.2
783,2024-04-13,1007,15,36.22,Juliana Silva,0.1
784,2024-01-06,1020,14,273.03,Eduardo Lima,0.1
785,2024-02-19,1046,1,144.61,Daniela Costa,0.15
786,2024-02-17,1026,15,49.23,Juliana Silva,0.2
787,2024-03-07,1022,2,286.03,Bruno Ferreira,0.1
788,2024-01-17,1031,18,51.49,Ana Ferreira,0.05
789,2024-04-01,1037,2,124.5,Ana Oliveira,0.2
790,2024-05-31,1035,16,173.16,Igor Ferreira,0.1
791,2024-06-15,1048,1,239.44,Carlos Silva,0.1
792,2024-04-17,1002,3,165.47,Helena Costa,0.05
793,2024-05-20,1006,19,169.66,Carlos Oliveira,0.15
794,2024-05-12,1025,10,190.9,Gabriel Ribeiro,0.2
795,2024-02-07,1001,18,35.49,Eduardo Souza,0.2
796,2024-03-04,1029,9,66.12,Bruno Silva,0.0
797,2024-05-18,1041,19,120.06,Eduardo Martins,0.2
798,2024-04-18,1020,2,191.92,Daniela Almeida,0.05
799,2024-06-09,1030,8,19.91,Daniela Silva,0.2
800,2024-01-20,1040,19,231.88,Bruno Almeida,0.2
801,2024-02-01,1004,4,37.55,Daniela Oliveira,0.15
802,2024-04-17,1021,15,67.48,Helena Martins,0.2
803,2024-01-24,1006,16,121.27,Helena Martins,0.15
804,2024-06-11,1020,17,133.62,Fernanda Oliveira,0.2
805,2024-01-11,1039,18,93.46,Bruno Silva,0.05
806,2024-01-28,1003,17,123.16,Fernanda Ribeiro,0.2
807,2024-03-07,1041,16,229.72,Helena Souza,0.2
808,2024-03-31,1024,19,233.22,Ana Oliveira,0.0
809,2024-05-31,1005,2,132.1,Fernanda Almeida,0.1
810,2024-03-29,1006,10,256.14,Ana Pereira,0.1
811,2024-04-04,1010,13,288.76,Carlos Oliveira,0.15
812,2024-05-17,1040,3,43.81,Bruno Pereira,0.15
813,2024-03-19,1003,3,258.5,Carlos Lima,0.15
814,2024-04-21,1014,17,33.11,Daniela Souza,0.1
815,2024-02-16,1043,9,49.79,Juliana Lima,0.0
816,2024-01-01,1034,2,34.04,Eduardo Silva,0.1
817,2024-02-12,1023,3,78.32,Daniela Martins,0.1
818,2024-03-04,1004,14,273.44,Ana Ribeiro,0.05
819,2024-04-03,1012,9,218.18,Carlos Ribeiro,0.1
820,2024-03-15,1002,7,19.33,Helena Lima,0.0
821,2024-01-20,1005,10,33.01,Carlos Pereira,0.1
822,2024-04-03,1003,7,32.69,Bruno Oliveira,0.2
823,2024-04-27,1011,8,130.09,Ana Silva,0.05
824,2024-02-11,1029,19,14.38,Bruno Pereira,0.1
825,2024-04-13,1040,13,99.61,Eduardo Costa,0.05
826,2024-01-24,1021,2,107.27,Igor Ferreira,0.05
827,2024-06-04,1000,8,295.01,Bruno Ribeiro,0.15
828,2024-03-02,1012,2,249.74,Ana Martins,0.15
829,2024-02-04,1022,2,115.11,Igor Ferreira,0.0
830,2024-03-05,1006,15,109.87,Igor Ribeiro,0.05
831,2024-04-18,1044,5,258.71,Igor Pereira,0.0
832,2024-03-26,1042,8,288.45,Daniela Martins,0.1
833,2024-02-20,1048,15,128.15,Juliana Almeida,0.15
834,2024-06-04,1036,19,201.76,Fernanda Oliveira,0.05
835,2024-02-08,1022,19,157.89,Fernanda Almeida,0.0
836,2024-04-14,1008,8,236.67,Bruno Souza,0.05
837,2024-01-16,1040,9,265.07,Daniela Ribeiro,0.05
838,2024-06-17,1004,11,38.56,Fernanda Ferreira,0.15
839,2024-05-12,1015,5,219.04,Daniela Lima,0.1
840,2024-01-30,1012,10,87.28,Daniela Ferreira,0.1
841,2024-05-05,1002,2,222.95,Eduardo Ribeiro,0.1
842,2024-05-16,1029,15,216.77,Bruno Oliveira,0.05
843,2024-02-01,1037,15,298.94,Helena Martins,0.15
844,2024-05-29,1050,12,277.36,Ana Oliveira,0.1
845,2024-04-08,1042,17,13.77,Carlos Almeida,0.1
846,2024-04-16,1030,10,154.0,Juliana Almeida,0.2
847,2024-05-04,1017,18,163.73,Bruno Ribeiro,0.0
848,2024-01-23,1028,4,158.24,Helena Lima,0.2
849,2024-04-01,1034,12,51.68,Igor Oliveira,0.05
850,2024-05-11,1000,8,172.95,Eduardo Lima,0.15
851,2024-05-25,1032,13,273.34,Bruno Oliveira,0.15
852,2024-05-16,1045,14,215.83,Helena Oliveira,0.0
853,2024-05-10,1040,10,106.43,Juliana Martins,0.0
854,2024-01-04,1021,4,214.49,Daniela Costa,0.1
855,2024-06-21,1043,14,181.41,Carlos Lima,0.2
856,2024-05-28,1037,7,163.88,Juliana Almeida,0.05
857,2024-05-30,1019,16,274.97,Carlos Ferreira,0.2
858,2024-05-05,1033,3,79.21,Carlos Costa,0.15
859,2024-06-11,1017,13,137.26,Fernanda Costa,0.0
860,2024-04-22,1017,17,129.91,Eduardo Almeida,0.2
861,2024-02-12,1044,9,136.2,Juliana Costa,0.05
862,2024-04-10,1007,1,286.33,Juliana Oliveira,0.15
863,2024-05-31,1046,4,291.13,Igor Ribeiro,0.2
864,2024-06-09,1008,18,39.39,Juliana Costa,0.1
865,2024-01-03,1015,16,188.61,Carlos Martins,0.15
866,2024-02-23,1014,3,90.75,Fernanda Ferreira,0.0
867,2024-03-04,1022,18,113.8,Helena Pereira,0.05
868,2024-05-27,1045,1,213.82,Igor Pereira,0.15
869,2024-05-28,1005,10,213.15,Juliana Souza,0.0
870,2024-06-27,1001,11,176.33,Igor Oliveira,0.0
871,2024-02-25,1035,7,291.2,Ana Costa,0.0
872,2024-03-23,1024,7,166.43,Gabriel Silva,0.2
873,2024-06-02,1030,1,90.53,Helena Lima,0.05
874,2024-06-26,1048,5,177.58,Carlos Lima,0.2
875,2024-05-26,1016,4,297.14,Helena Souza,0.15
876,2024-06-26,1044,20,132.67,Gabriel Pereira,0.15
877,2024-06-29,1005,6,204.52,Daniela Lima,0.1
878,2024-06-16,1020,20,139.43,Gabriel Pereira,0.2
879,2024-02-17,1046,7,122.11,Carlos Ferreira,0.15
880,2024-01-05,1015,3,237.96,Eduardo Pereira,0.05
881,2024-02-10,1015,15,152.52,Ana Costa,0.05
882,2024-04-16,1032,7,201.59,Igor Ferreira,0.0
883,2024-03-01,1043,5,16.29,Eduardo Lima,0.2
884,2024-02-26,1023,12,151.57,Carlos Costa,0.0
885,2024-04-21,1007,15,84.19,Bruno Lima,0.1
886,2024-06-07,1022,12,158.4,Daniela Almeida,0.05
887,2024-05-20,1023,18,54.65,Daniela Silva,0.2
888,2024-02-19,1036,9,291.62,Gabriel Souza,0.15
889,2024-03-16,1024,8,143.06,Juliana Costa,0.0
890,2024-04-06,1012,7,246.36,Eduardo Almeida,0.1
891,2024-06-09,1021,4,102.67,Juliana Costa,0.15
892,2024-02-16,1040,16,69.07,Gabriel Pereira,0.2
893,2024-01-27,1039,6,191.84,Daniela Martins,0.15
894,2024-02-27,1043,14,133.09,Gabriel Martins,0.05
895,2024-05-13,1019,4,58.95,Carlos Oliveira,0.2
896,2024-01-13,1020,17,191.58,Igor Souza,0.2
897,2024-04-20,1005,6,245.48,Carlos Martins,0.1
898,2024-01-07,1028,9,126.58,Ana Pereira,0.15
899,2024-01-03,1033,9,132.81,Helena Martins,0.1
900,2024-05-05,1011,14,279.82,Bruno Pereira,0.05
901,2024-04-17,1048,10,239.76,Igor Ferreira,0.0
